,mileage,make,model,fuel,gear,price,hp,year
28543,120188,3,620,2,1,4499,120.0,2011
28544,183000,69,561,2,1,4499,90.0,2011
28545,163000,63,536,2,2,4499,105.0,2011
28546,179000,62,122,1,1,4500,105.0,2011
28547,191000,28,735,2,1,4500,86.0,2011
28548,194000,30,418,2,1,4500,110.0,2011
28549,127500,66,694,1,1,4500,94.0,2011
28550,137482,30,831,2,1,4500,90.0,2011
28551,44745,28,446,1,1,4800,69.0,2012
28552,412667,48,297,2,2,4800,136.0,2012
28553,163178,63,332,2,1,4880,90.0,2012
28554,14500,60,745,1,1,4890,75.0,2012
28555,181000,55,16,2,1,4900,114.0,2012
28556,172204,62,428,1,1,4900,69.0,2012
28557,161000,30,763,1,1,4900,140.0,2012
28558,87000,28,333,1,1,4980,82.0,2012
28559,94000,16,180,1,1,4980,73.0,2012
28560,191000,63,624,1,1,4980,86.0,2012
28561,115585,60,241,1,1,4990,75.0,2012
28562,122000,53,132,1,1,4990,87.0,2012
28563,115585,60,241,1,1,4990,75.0,2012
28564,267000,53,132,2,2,4999,165.0,2012
28565,171000,63,536,1,1,5000,105.0,2012
28566,97000,52,534,1,1,5000,88.0,2012
28567,216800,14,546,2,2,5090,163.0,2012
28568,69000,55,16,1,1,5100,95.0,2012
28569,94000,72,822,1,2,5100,84.0,2012
28570,181555,53,432,2,1,5250,194.0,2012
28571,217800,7,103,2,1,5699,105.0,2013
28572,38500,72,822,1,2,5850,71.0,2013
28573,91000,53,116,1,1,5850,69.0,2013
28574,73064,21,670,1,1,5900,90.0,2013
28575,141200,30,826,1,1,5900,99.0,2013
28576,78142,53,507,1,1,5900,101.0,2013
28577,240000,68,568,3,2,5900,99.0,2013
28578,109000,53,116,1,1,5950,69.0,2013
28579,81000,53,274,1,1,5950,69.0,2013
28580,133400,55,32,2,2,5990,114.0,2013
28581,139000,69,833,1,2,5990,60.0,2013
28582,48120,66,686,1,1,5990,94.0,2013
28583,46942,16,180,1,1,5990,73.0,2013
28584,48120,66,686,1,1,5990,94.0,2013
28585,238000,52,524,2,1,5990,110.0,2013
28586,104000,28,337,1,1,5999,101.0,2013
28587,50000,72,822,1,2,5999,71.0,2013
28588,80000,72,822,1,2,5999,71.0,2013
28589,378000,27,293,2,1,6000,131.0,2013
28590,59500,66,694,1,1,6100,94.0,2013
28591,79000,36,613,1,1,5500,86.0,2014
28592,29600,36,559,1,1,5555,86.0,2014
28593,36500,30,823,1,1,5600,67.0,2014
28594,81000,28,333,1,1,5650,60.0,2014
28595,59000,72,822,1,2,5690,71.0,2014
28596,443250,48,297,2,2,5700,136.0,2014
28597,39000,53,274,1,1,5700,69.0,2014
28598,59877,30,823,1,1,5790,67.0,2014
28599,47400,66,686,1,1,5790,68.0,2014
28600,100000,53,274,1,1,5800,69.0,2014
28601,177800,21,292,2,1,5800,75.0,2014
28602,95500,53,274,1,1,5850,87.0,2014
28603,77810,69,833,1,1,5900,60.0,2014
28604,69900,27,577,1,1,5900,69.0,2014
28605,49000,53,274,1,1,5950,69.0,2014
28606,81150,28,333,1,1,5980,60.0,2014
28607,80000,72,822,1,2,5980,71.0,2014
28608,97384,53,274,1,1,5980,87.0,2014
28609,151295,62,428,2,1,5990,105.0,2014
28610,65000,72,822,1,2,5990,71.0,2014
28611,89000,53,274,1,1,5500,90.0,2015
28612,111510,28,333,1,1,5500,60.0,2015
28613,89999,68,143,1,1,5500,69.0,2015
28614,77657,16,178,1,1,5500,69.0,2015
28615,52000,69,833,1,1,5555,60.0,2015
28616,72000,62,428,1,1,5555,69.0,2015
28617,240627,69,728,2,2,5700,110.0,2015
28618,109000,28,333,1,1,5780,60.0,2015
28619,356550,28,412,2,1,5790,95.0,2015
28620,115000,63,332,1,1,5890,69.0,2015
28621,49400,63,238,1,1,5890,60.0,2015
28622,109000,69,833,1,1,5899,75.0,2015
28623,392000,48,297,2,2,5900,136.0,2015
28624,50000,60,745,1,1,5980,71.0,2015
28625,106000,16,159,2,1,5985,75.0,2015
28626,62814,53,274,1,1,5999,69.0,2015
28627,74000,62,509,1,1,5999,60.0,2015
28628,385000,48,297,2,2,6100,136.0,2015
28629,47000,30,823,1,1,6200,67.0,2015
28630,80000,60,745,1,1,6200,71.0,2015
28631,37000,31,580,1,2,20950,211.0,2016
28632,12000,69,556,2,1,20988,120.0,2016
28633,110835,7,107,2,2,20995,190.0,2016
28634,73003,48,165,1,1,21499,156.0,2016
28635,73000,7,104,1,2,21500,150.0,2016
28636,103147,7,103,2,2,21900,150.0,2016
28637,76925,8,20,1,2,22495,184.0,2016
28638,41149,48,96,1,2,22750,156.0,2016
28639,101350,7,107,2,2,23795,218.0,2016
28640,57390,48,198,1,2,23900,156.0,2016
28641,96000,7,106,2,2,23945,190.0,2016
28642,40227,48,166,1,2,23999,184.0,2016
28643,70000,8,782,1,2,24950,245.0,2016
28644,47000,48,298,2,2,24950,170.0,2016
28645,41497,7,107,2,2,25995,218.0,2016
28646,66398,7,106,1,2,26445,252.0,2016
28647,37038,48,168,1,2,26900,211.0,2016
28648,55800,48,166,1,2,27290,184.0,2016
28649,98700,7,104,2,2,27605,272.0,2016
28650,28900,48,165,1,2,28900,156.0,2016
28651,209800,69,723,2,1,18999,150.0,2017
28652,50922,7,579,2,1,19350,184.0,2017
28653,66258,48,166,2,2,19450,136.0,2017
28654,85000,48,167,2,2,19450,170.0,2017
28655,95777,48,167,2,2,19900,170.0,2017
28656,63055,69,723,1,1,19930,150.0,2017
28657,145000,62,119,2,2,19950,184.0,2017
28658,27142,69,723,1,1,19990,150.0,2017
28659,26301,69,723,1,1,19990,125.0,2017
28660,90620,7,104,2,2,19999,190.0,2017
28661,45262,16,404,2,2,19999,150.0,2017
28662,36220,48,165,1,1,19999,156.0,2017
28663,62743,69,728,2,2,20444,150.0,2017
28664,120400,8,35,2,2,20900,190.0,2017
28665,117155,69,723,2,2,21222,150.0,2017
28666,63232,63,691,2,2,21450,150.0,2017
28667,55000,16,445,2,1,21499,150.0,2017
28668,40893,7,104,1,2,21550,150.0,2017
28669,87106,69,394,2,1,21880,184.0,2017
28670,18480,69,394,2,2,21900,150.0,2017
28671,48027,69,556,1,1,19950,150.0,2018
28672,40000,53,432,2,2,19980,170.0,2018
28673,13726,8,5,1,1,19995,184.0,2018
28674,86079,70,758,2,2,20400,224.0,2018
28675,51300,48,146,1,2,20450,156.0,2018
28676,139844,7,107,2,2,20495,190.0,2018
28677,122899,48,167,2,2,20500,170.0,2018
28678,112778,63,536,1,2,20777,230.0,2018
28679,124697,69,723,1,2,20790,179.0,2018
28680,46438,63,536,1,2,20888,150.0,2018
28681,120000,30,744,2,2,20980,185.0,2018
28682,155500,7,107,2,2,20980,190.0,2018
28683,142499,7,103,2,2,20995,184.0,2018
28684,25000,69,696,2,1,21333,116.0,2018
28685,87337,69,530,1,1,21450,105.0,2018
28686,87337,69,157,1,1,21450,105.0,2018
28687,81887,48,352,2,2,21500,136.0,2018
28688,75966,28,461,1,2,21900,175.0,2018
28689,157357,69,723,2,2,21930,239.0,2018
28690,23868,69,394,1,2,21990,150.0,2018
28691,115124,28,735,2,1,17900,131.0,2019
28692,12415,69,400,1,1,18490,116.0,2019
28693,17727,53,416,1,1,18800,131.0,2019
28694,17543,53,416,1,1,18800,131.0,2019
28695,31415,53,416,1,1,18800,131.0,2019
28696,13756,53,416,1,1,18800,131.0,2019
28697,10844,53,416,1,1,18800,131.0,2019
28698,19414,53,416,1,1,18800,131.0,2019
28699,37000,50,314,1,2,18950,163.0,2019
28700,75254,53,813,2,2,18990,170.0,2019
28701,19676,69,399,1,1,19190,131.0,2019
28702,67248,63,536,2,2,19450,150.0,2019
28703,19151,60,506,1,1,19470,159.0,2019
28704,15619,53,416,1,1,19490,131.0,2019
28705,16242,69,400,1,2,19650,116.0,2019
28706,2124,62,129,1,2,19690,116.0,2019
28707,33251,8,4,1,2,19899,140.0,2019
28708,59148,63,536,2,2,19900,150.0,2019
28709,60000,28,461,1,2,19950,175.0,2019
28710,102043,48,166,2,2,19950,160.0,2019
28711,690,21,296,1,1,21080,150.0,2020
28712,4899,63,449,1,1,21450,116.0,2020
28713,10169,69,394,1,1,21490,116.0,2020
28714,2394,69,394,1,1,22450,131.0,2020
28715,8210,69,394,1,1,22850,131.0,2020
28716,4836,69,394,1,1,22900,131.0,2020
28717,6500,63,454,1,2,22950,150.0,2020
28718,3931,69,394,1,1,22950,150.0,2020
28719,3032,69,394,1,1,23111,150.0,2020
28720,21546,63,454,1,1,23450,150.0,2020
28721,10297,69,394,1,1,23480,150.0,2020
28722,4200,60,224,1,2,23490,131.0,2020
28723,2996,28,574,1,1,23500,155.0,2020
28724,7000,69,394,1,1,23777,131.0,2020
28725,10,52,587,1,2,23900,158.0,2020
28726,10,60,224,1,1,23990,131.0,2020
28727,21701,8,779,1,1,24445,140.0,2020
28728,5500,63,449,1,2,24480,116.0,2020
28729,6000,69,696,1,1,24666,150.0,2020
28730,5638,69,394,1,1,24750,131.0,2020
28731,9999,48,357,2,2,45880,150.0,2021
28732,2199,69,397,1,2,48333,300.0,2021
28733,6500,63,318,4,2,48900,204.0,2021
28734,4800,63,318,4,2,48999,204.0,2021
28735,2850,63,318,4,2,49222,204.0,2021
28736,4500,63,691,2,2,53888,190.0,2021
28737,4899,63,691,3,2,53900,218.0,2021
28738,50,48,298,2,2,54950,194.0,2021
28739,50,48,298,2,2,54950,194.0,2021
28740,50,48,298,2,2,55950,194.0,2021
28741,50,48,298,2,2,55950,194.0,2021
28742,9999,48,300,7,2,63480,194.0,2021
28743,3000,48,363,7,2,67880,194.0,2021
28744,9999,48,300,7,2,74800,194.0,2021
28745,3000,48,310,4,2,75880,408.0,2021
28746,3500,48,306,1,2,76880,435.0,2021
28747,3500,48,306,1,2,76880,435.0,2021
28748,4899,69,705,2,2,79900,150.0,2021
28749,154703,28,403,2,2,5400,163.0,2011
28750,29484,53,274,1,1,5440,69.0,2011
28751,175333,53,507,2,1,5450,131.0,2011
28752,129000,36,764,2,1,5480,128.0,2011
28753,79600,28,333,1,1,5490,82.0,2011
28754,94600,63,332,1,1,5490,105.0,2011
28755,201000,8,34,2,2,5490,143.0,2011
28756,95300,62,428,1,1,5500,105.0,2011
28757,156000,69,394,1,1,5500,86.0,2011
28758,125000,53,132,1,1,5500,120.0,2011
28759,98946,62,428,1,1,5600,105.0,2011
28760,82948,60,775,1,1,5650,101.0,2011
28761,124000,53,507,2,1,5650,131.0,2011
28762,80000,53,274,1,1,5690,101.0,2011
28763,119900,30,826,1,1,5750,109.0,2011
28764,320000,48,167,2,2,5800,170.0,2011
28765,126000,69,394,2,1,5850,105.0,2011
28766,100000,53,432,2,1,5870,110.0,2011
28767,196000,28,176,2,2,5890,163.0,2011
28768,125000,69,394,1,1,5900,80.0,2011
28769,80000,55,15,1,1,6450,95.0,2012
28770,115282,60,506,1,1,6490,116.0,2012
28771,125000,69,394,1,1,6490,105.0,2012
28772,61000,3,620,1,1,6490,105.0,2012
28773,184000,7,103,1,1,6490,125.0,2012
28774,157000,28,337,2,2,6500,116.0,2012
28775,174654,62,473,2,1,6500,105.0,2012
28776,200000,63,807,1,1,6500,122.0,2012
28777,207000,70,758,2,1,6552,114.0,2012
28778,69120,63,624,1,1,6590,86.0,2012
28779,163444,63,536,2,1,6700,105.0,2012
28780,102000,28,333,1,1,6789,101.0,2012
28781,110950,63,624,1,1,6800,86.0,2012
28782,93500,69,561,1,1,6800,69.0,2012
28783,249530,30,827,1,1,6850,135.0,2012
28784,121000,69,561,2,1,6900,90.0,2012
28785,30000,63,332,1,1,6900,86.0,2012
28786,95964,36,682,1,1,6950,126.0,2012
28787,104000,53,132,1,1,6980,140.0,2012
28788,75500,55,16,1,1,6990,95.0,2012
28789,69000,28,149,1,1,7495,101.0,2013
28790,74898,62,473,1,1,7499,105.0,2013
28791,94000,52,443,1,1,7499,94.0,2013
28792,140000,8,3,2,1,7500,116.0,2013
28793,61500,28,337,1,1,7599,101.0,2013
28794,67200,30,826,1,1,7599,99.0,2013
28795,150000,30,826,2,1,7600,90.0,2013
28796,94000,8,2,1,1,7650,102.0,2013
28797,104000,53,132,1,1,7650,140.0,2013
28798,84750,69,561,1,1,7700,90.0,2013
28799,322500,48,688,2,1,7700,163.0,2013
28800,218690,69,556,1,2,7777,160.0,2013
28801,197000,8,3,1,1,7799,136.0,2013
28802,75990,53,116,1,1,7800,101.0,2013
28803,108000,28,149,1,1,7890,125.0,2013
28804,27350,55,0,1,2,7890,68.0,2013
28805,31000,72,822,1,2,7900,71.0,2013
28806,97390,69,561,1,1,7900,90.0,2013
28807,58500,30,826,1,1,7480,99.0,2014
28808,239996,7,104,2,1,7490,120.0,2014
28809,26500,72,821,1,1,7490,71.0,2014
28810,26500,72,821,1,1,7490,71.0,2014
28811,74000,21,670,2,1,7500,90.0,2014
28812,124669,16,187,2,1,7500,116.0,2014
28813,38500,3,620,1,1,7500,77.0,2014
28814,39000,72,394,1,1,7600,71.0,2014
28815,22600,16,180,1,1,7680,82.0,2014
28816,313922,8,33,2,1,7750,116.0,2014
28817,145982,60,450,2,1,7790,90.0,2014
28818,36362,69,833,1,1,7800,75.0,2014
28819,120440,60,673,2,1,7880,110.0,2014
28820,48300,62,428,1,1,7880,105.0,2014
28821,179999,68,134,1,1,7900,132.0,2014
28822,113000,53,132,1,1,7900,140.0,2014
28823,50000,27,56,1,1,7900,69.0,2014
28824,186700,53,432,2,2,7980,163.0,2014
28825,134300,43,542,2,1,7980,90.0,2014
28826,78819,53,132,1,1,7990,116.0,2015
28827,135000,55,323,2,1,7990,128.0,2015
28828,58700,30,823,1,2,7990,87.0,2015
28829,79999,72,821,1,1,7999,71.0,2015
28830,297349,63,536,2,2,7999,184.0,2015
28831,29000,55,16,1,1,8100,82.0,2015
28832,139624,62,473,2,2,8150,110.0,2015
28833,284530,7,104,2,1,8190,120.0,2015
28834,34000,27,54,1,1,8200,69.0,2015
28835,50000,21,296,1,1,8200,114.0,2015
28836,75000,16,186,2,1,8280,99.0,2015
28837,139924,28,337,1,1,8290,150.0,2015
28838,89000,53,274,1,1,8300,101.0,2015
28839,76000,53,132,2,1,8300,165.0,2015
28840,41000,46,12,1,1,8399,75.0,2015
28841,57800,69,561,2,1,8400,75.0,2015
28842,16286,69,833,1,1,8400,75.0,2015
28843,33600,72,821,1,1,8400,71.0,2015
28844,58663,28,333,1,1,8480,99.0,2015
28845,74000,60,506,2,1,8480,110.0,2015
28846,54500,60,241,2,1,7750,75.0,2016
28847,100000,60,506,2,1,7750,110.0,2016
28848,31755,50,683,1,1,7780,80.0,2016
28849,198200,53,815,2,1,7780,170.0,2016
28850,74000,66,155,1,1,7799,90.0,2016
28851,67000,27,56,1,1,7950,69.0,2016
28852,74600,30,831,1,1,7950,90.0,2016
28853,18335,28,333,1,1,7980,60.0,2016
28854,149800,53,132,2,2,7980,136.0,2016
28855,163700,53,132,2,1,7980,160.0,2016
28856,63116,53,274,1,1,7990,90.0,2016
28857,47280,53,274,1,1,7990,90.0,2016
28858,60000,53,274,1,1,7990,69.0,2016
28859,70160,30,824,1,1,7990,75.0,2016
28860,27000,27,54,1,1,7990,69.0,2016
28861,35510,53,452,1,1,7990,75.0,2016
28862,32000,55,1,1,1,7990,68.0,2016
28863,19000,68,143,1,1,7990,69.0,2016
28864,35399,30,823,1,1,7990,87.0,2016
28865,187000,53,815,2,2,8000,131.0,2016
28866,80290,7,104,2,2,21445,150.0,2017
28867,46327,69,728,1,2,21480,150.0,2017
28868,61200,7,103,1,2,21500,150.0,2017
28869,21300,7,578,1,2,21700,150.0,2017
28870,48500,69,394,1,1,21890,230.0,2017
28871,179700,69,723,2,2,21890,190.0,2017
28872,24000,62,133,1,2,22450,150.0,2017
28873,83450,69,728,2,2,22480,150.0,2017
28874,91475,28,735,2,1,22580,170.0,2017
28875,77200,7,107,2,2,22700,190.0,2017
28876,85990,7,103,2,2,22895,184.0,2017
28877,112590,7,104,2,2,23385,190.0,2017
28878,57200,7,578,2,2,23700,150.0,2017
28879,103701,7,107,1,2,23880,252.0,2017
28880,52300,7,103,2,1,23890,150.0,2017
28881,66400,62,119,1,1,24460,150.0,2017
28882,46657,7,103,1,1,25880,150.0,2017
28883,27300,43,260,1,2,25900,192.0,2017
28884,53200,7,579,1,2,25900,150.0,2017
28885,108000,28,732,2,1,25990,170.0,2017
28886,41010,28,517,3,2,20480,140.0,2018
28887,208250,69,707,2,1,20587,150.0,2018
28888,41100,43,259,1,2,20590,192.0,2018
28889,33400,7,103,1,2,20890,150.0,2018
28890,42200,7,579,1,1,21650,150.0,2018
28891,118100,7,107,2,2,21750,190.0,2018
28892,67990,7,578,1,2,21785,150.0,2018
28893,4869,69,394,1,2,21880,125.0,2018
28894,12100,48,165,1,1,21950,156.0,2018
28895,117900,7,104,2,1,22340,190.0,2018
28896,23000,63,454,2,2,22460,116.0,2018
28897,24500,7,104,1,2,22845,150.0,2018
28898,105900,7,104,2,2,22940,190.0,2018
28899,20700,7,104,2,1,22945,150.0,2018
28900,23050,8,779,1,2,22980,140.0,2018
28901,25500,8,35,1,2,23500,184.0,2018
28902,5692,7,104,1,1,23774,150.0,2018
28903,23400,69,728,2,1,23890,150.0,2018
28904,108000,7,104,2,2,23940,190.0,2018
28905,12350,7,578,1,2,24645,150.0,2018
28906,29013,69,561,1,2,17290,95.0,2019
28907,14800,62,428,1,2,17480,116.0,2019
28908,10450,69,399,1,1,17840,116.0,2019
28909,21500,62,473,1,1,17880,131.0,2019
28910,45450,69,394,2,2,17980,116.0,2019
28911,13212,69,399,1,1,17980,116.0,2019
28912,12316,28,316,1,1,18301,125.0,2019
28913,46700,69,394,2,2,18440,116.0,2019
28914,18000,62,428,1,2,18480,116.0,2019
28915,12500,28,461,1,1,18480,120.0,2019
28916,19000,28,517,2,1,18890,150.0,2019
28917,17500,62,129,2,1,18950,116.0,2019
28918,18650,62,129,2,1,18950,116.0,2019
28919,19900,62,473,1,1,18980,131.0,2019
28920,52000,28,461,2,2,18990,120.0,2019
28921,10200,62,473,1,1,19380,131.0,2019
28922,53900,28,517,3,2,19390,188.0,2019
28923,65990,69,394,2,2,19980,150.0,2019
28924,8500,62,473,1,1,19980,131.0,2019
28925,10,28,333,1,2,19980,101.0,2019
28926,10000,69,678,1,2,34440,150.0,2020
28927,19900,63,691,2,1,34880,150.0,2020
28928,9900,63,456,1,2,35250,190.0,2020
28929,10000,69,553,3,2,35440,218.0,2020
28930,4500,7,103,1,2,35645,150.0,2020
28931,1606,70,758,2,1,35990,150.0,2020
28932,11113,7,104,2,2,36880,190.0,2020
28933,15786,70,793,1,2,36960,190.0,2020
28934,50,63,536,2,2,37730,184.0,2020
28935,11100,69,723,1,2,37980,190.0,2020
28936,11750,69,706,2,2,37999,150.0,2020
28937,15900,69,696,1,2,38740,300.0,2020
28938,11990,63,691,1,2,38950,190.0,2020
28939,14850,69,708,2,1,39444,150.0,2020
28940,9950,69,723,2,2,39880,190.0,2020
28941,14450,69,708,2,1,39888,150.0,2020
28942,8650,7,579,1,2,39940,150.0,2020
28943,18342,70,758,1,2,39960,190.0,2020
28944,9750,69,708,2,1,39999,150.0,2020
28945,50,63,536,1,2,47960,245.0,2021
28946,7500,8,781,1,2,51995,306.0,2021
28947,6500,7,104,2,2,52880,204.0,2021
28948,2000,63,394,4,2,52900,204.0,2021
28949,10,63,456,2,2,52960,200.0,2021
28950,7000,8,46,2,2,55995,190.0,2021
28951,6000,7,104,2,2,56990,190.0,2021
28952,1100,40,630,2,2,58980,241.0,2021
28953,2500,8,66,3,2,60995,272.0,2021
28954,1100,40,626,2,2,62980,306.0,2021
28955,6500,7,581,3,2,65900,367.0,2021
28956,6000,7,581,2,2,69780,204.0,2021
28957,3500,40,632,2,2,69980,300.0,2021
28958,4950,7,106,2,2,70980,204.0,2021
28959,3100,7,600,1,2,71900,400.0,2021
28960,6000,7,581,2,2,77480,204.0,2021
28961,6500,7,107,3,2,77900,367.0,2021
28962,1100,40,632,2,2,78980,300.0,2021
28963,15,34,328,1,2,78980,381.0,2021
28964,500,8,786,2,2,81995,286.0,2021
28965,163450,28,337,1,1,6185,125.0,2011
28966,139000,69,394,2,1,6200,105.0,2011
28967,94000,62,428,1,1,6400,86.0,2011
28968,144448,16,286,2,2,6450,111.0,2011
28969,54800,30,831,1,1,6480,90.0,2011
28970,58000,30,826,1,1,6480,109.0,2011
28971,85400,69,561,1,1,6490,69.0,2011
28972,77538,29,240,1,1,6490,99.0,2011
28973,82000,30,831,1,1,6490,90.0,2011
28974,200000,53,126,2,2,6499,184.0,2011
28975,139000,7,103,1,2,6500,160.0,2011
28976,203074,55,60,2,2,6583,111.0,2011
28977,69255,27,56,1,1,6599,86.0,2011
28978,72865,16,184,1,2,6599,156.0,2011
28979,104719,69,561,1,1,6640,86.0,2011
28980,112000,53,507,2,1,6650,131.0,2011
28981,65701,53,507,1,1,6780,140.0,2011
28982,103920,69,553,1,1,6790,122.0,2011
28983,42900,69,561,1,1,6800,60.0,2011
28984,116000,69,394,1,1,6890,105.0,2011
28985,116000,63,610,1,1,6200,86.0,2012
28986,90400,50,467,1,1,6490,117.0,2012
28987,138290,28,337,1,1,6490,150.0,2012
28988,106181,53,132,1,1,6490,140.0,2012
28989,36000,72,822,1,2,6490,84.0,2012
28990,87061,60,506,1,1,6499,101.0,2012
28991,168000,7,103,2,1,6500,105.0,2012
28992,74500,66,668,1,1,6690,120.0,2012
28993,191120,3,616,2,1,6700,170.0,2012
28994,47000,21,296,1,1,6790,105.0,2012
28995,65000,16,184,1,1,6790,120.0,2012
28996,136000,60,411,2,1,6790,131.0,2012
28997,101360,60,450,2,1,6799,90.0,2012
28998,182008,16,286,1,2,6799,163.0,2012
28999,61980,36,613,1,1,6850,109.0,2012
29000,70000,63,332,1,1,6880,86.0,2012
29001,240000,70,758,2,1,6880,114.0,2012
29002,75500,62,121,1,1,6888,105.0,2012
29003,98201,69,398,1,1,6890,86.0,2012
29004,103800,43,538,1,1,6890,98.0,2012
29005,61000,72,822,1,2,7450,71.0,2013
29006,44925,69,561,1,1,7460,60.0,2013
29007,78000,69,561,1,1,7489,90.0,2013
29008,130000,69,400,2,1,7490,105.0,2013
29009,68982,30,826,1,1,7499,99.0,2013
29010,80000,30,826,1,1,7499,101.0,2013
29011,169100,68,140,2,1,7500,124.0,2013
29012,114620,69,394,1,1,7500,86.0,2013
29013,83900,36,231,1,1,7590,99.0,2013
29014,79723,36,764,1,1,7599,90.0,2013
29015,80621,60,506,2,2,7640,110.0,2013
29016,57000,30,831,1,1,7640,90.0,2013
29017,67000,63,610,1,1,7750,105.0,2013
29018,75700,28,176,1,1,7750,125.0,2013
29019,26599,62,428,1,1,7750,69.0,2013
29020,32408,46,12,1,1,7780,84.0,2013
29021,39184,53,274,1,2,7790,86.0,2013
29022,103944,62,121,1,2,7790,160.0,2013
29023,169300,50,547,2,1,7799,150.0,2013
29024,106575,28,517,1,1,7799,160.0,2013
29025,81600,16,184,1,1,7300,131.0,2014
29026,76000,30,831,1,1,7390,90.0,2014
29027,46000,53,274,1,1,7399,87.0,2014
29028,187918,69,556,2,1,7400,105.0,2014
29029,114350,21,296,2,1,7400,110.0,2014
29030,30293,68,806,1,1,7490,99.0,2014
29031,37652,60,812,4,2,7495,92.0,2014
29032,42000,27,575,1,2,7498,77.0,2014
29033,80348,36,230,1,1,7499,99.0,2014
29034,88500,62,726,1,1,7500,105.0,2014
29035,86247,30,826,1,1,7560,99.0,2014
29036,145956,55,13,2,1,7600,114.0,2014
29037,34007,46,12,1,1,7650,75.0,2014
29038,179835,69,556,2,1,7700,105.0,2014
29039,48000,29,435,1,1,7750,90.0,2014
29040,105000,36,230,1,1,7790,99.0,2014
29041,54200,68,143,1,1,7790,69.0,2014
29042,57551,52,508,1,1,7840,98.0,2014
29043,50100,60,506,1,1,7880,110.0,2014
29044,46000,62,428,1,1,7790,69.0,2015
29045,43020,30,824,1,1,7800,75.0,2015
29046,150913,55,29,2,2,7800,114.0,2015
29047,38621,21,478,1,1,7830,90.0,2015
29048,57933,68,143,1,1,7900,69.0,2015
29049,57309,69,833,1,1,7900,60.0,2015
29050,70950,53,274,1,1,7950,90.0,2015
29051,65245,55,16,1,1,7950,82.0,2015
29052,102545,28,337,1,1,7970,135.0,2015
29053,200000,69,728,2,1,7985,105.0,2015
29054,60582,53,274,1,1,7990,69.0,2015
29055,101500,29,435,1,1,7990,99.0,2015
29056,19827,66,694,1,1,7990,94.0,2015
29057,48100,53,274,1,2,7990,90.0,2015
29058,116000,53,274,2,1,7990,95.0,2015
29059,40500,36,764,1,1,7990,125.0,2015
29060,98911,62,428,2,1,7990,75.0,2015
29061,116870,63,332,2,1,7990,90.0,2015
29062,12400,53,452,1,1,7370,75.0,2016
29063,97750,30,824,1,1,7390,84.0,2016
29064,60800,27,54,1,1,7400,69.0,2016
29065,54194,55,16,1,1,7489,68.0,2016
29066,27324,63,238,1,1,7490,60.0,2016
29067,29700,60,812,4,2,7495,92.0,2016
29068,30650,60,812,4,2,7495,92.0,2016
29069,78591,28,333,1,1,7500,60.0,2016
29070,47300,60,241,2,1,7500,75.0,2016
29071,13226,53,452,1,1,7590,75.0,2016
29072,75077,28,446,1,1,7650,86.0,2016
29073,18400,69,833,1,1,7770,60.0,2016
29074,104536,63,332,2,1,7777,90.0,2016
29075,64275,28,333,2,1,7777,75.0,2016
29076,96385,53,274,1,1,7790,101.0,2016
29077,13500,36,559,1,1,7850,67.0,2016
29078,57306,60,241,1,1,7880,73.0,2016
29079,123323,53,132,2,1,7880,110.0,2016
29080,138977,63,332,2,1,7880,90.0,2016
29081,27452,62,509,1,1,11500,60.0,2017
29082,82950,62,473,2,2,11990,110.0,2017
29083,123650,63,536,2,2,13490,116.0,2017
29084,45800,66,669,1,1,13690,111.0,2017
29085,50741,69,394,1,1,13730,86.0,2017
29086,115625,63,691,2,1,14780,120.0,2017
29087,111508,69,728,2,2,14890,116.0,2017
29088,25000,60,506,1,1,14990,132.0,2017
29089,75000,52,587,1,2,14998,116.0,2017
29090,52625,69,219,2,1,15480,102.0,2017
29091,73850,63,536,2,1,15490,150.0,2017
29092,145488,28,735,2,1,15890,131.0,2017
29093,40212,48,146,1,1,16830,156.0,2017
29094,67000,48,146,2,1,16900,136.0,2017
29095,21000,53,394,1,2,17980,110.0,2017
29097,91300,63,536,1,1,18990,220.0,2017
29098,89000,69,219,2,1,19900,102.0,2017
29099,58790,63,691,2,2,22990,190.0,2017
29100,47738,62,133,1,2,23490,150.0,2017
29101,38988,7,106,1,1,33850,190.0,2018
29102,178133,48,368,2,2,33950,258.0,2018
29103,37627,7,105,2,2,33980,163.0,2018
29104,43287,7,106,1,2,34430,252.0,2018
29105,21866,7,581,2,2,35250,190.0,2018
29106,79002,8,66,2,2,35490,265.0,2018
29107,17176,8,46,1,2,35950,184.0,2018
29108,26152,7,106,2,2,35980,190.0,2018
29109,41700,70,654,1,2,36500,310.0,2018
29110,42460,69,700,2,2,36790,204.0,2018
29111,98983,8,66,2,2,36880,265.0,2018
29112,20766,7,713,1,2,36920,230.0,2018
29113,25779,7,104,1,2,38380,252.0,2018
29114,44236,7,581,2,2,38380,190.0,2018
29115,126411,40,626,2,2,38560,258.0,2018
29116,67744,7,104,2,2,38830,218.0,2018
29117,62366,7,581,2,2,42970,286.0,2018
29118,29500,70,793,1,2,43900,310.0,2018
29119,39507,70,795,2,2,44700,235.0,2018
29120,31700,48,394,1,2,44890,401.0,2018
29121,6600,48,145,1,1,25990,136.0,2019
29122,23090,28,517,2,1,25990,150.0,2019
29123,7100,48,146,1,1,26480,163.0,2019
29124,22000,48,96,1,2,26480,163.0,2019
29125,11886,69,723,1,2,26890,150.0,2019
