,mileage,make,model,fuel,gear,price,hp,year
13443,54990,53,452,1,1,8390,73.0,2018
13444,25000,30,823,1,1,8400,67.0,2018
13445,300,50,683,1,1,8400,71.0,2018
13446,51782,69,833,1,1,8430,60.0,2018
13447,62493,16,180,1,1,8450,68.0,2018
13448,58553,16,180,1,1,8450,68.0,2018
13449,32917,36,559,1,1,8450,67.0,2018
13450,17788,28,333,1,1,8470,71.0,2018
13451,52490,72,822,1,1,8490,71.0,2018
13452,127550,28,337,2,1,8490,95.0,2018
13453,31650,28,446,1,1,8490,69.0,2018
13455,35000,30,823,1,1,8650,67.0,2018
13456,31300,16,178,1,1,8785,69.0,2018
13457,9981,69,833,1,1,8790,60.0,2018
13458,2500,60,734,2,1,26999,120.0,2020
13459,2001,30,744,1,2,27990,177.0,2020
13460,5000,63,454,1,2,28990,150.0,2020
13461,10,64,493,2,1,29288,181.0,2020
13462,5761,30,826,1,1,29900,275.0,2020
13463,7646,7,103,1,2,29980,150.0,2020
13464,15,27,717,2,1,31990,145.0,2020
13465,22956,7,103,1,2,32880,190.0,2020
13466,15,69,394,2,2,32990,150.0,2020
13467,15340,7,104,1,2,33480,150.0,2020
13468,23527,7,104,1,2,33680,150.0,2020
13469,21579,7,104,1,2,33750,150.0,2020
13470,26716,7,104,2,2,33980,163.0,2020
13471,20,28,386,2,2,33990,150.0,2020
13472,25237,7,104,2,2,34580,163.0,2020
13473,19045,7,104,2,2,34950,163.0,2020
13474,6000,68,595,3,2,34980,218.0,2020
13475,3537,7,578,1,2,36680,150.0,2020
13476,10287,30,671,2,2,36800,200.0,2020
13477,4697,7,579,1,2,36980,150.0,2020
13478,15,36,559,1,2,13990,67.0,2021
13479,10,63,332,1,1,14134,95.0,2021
13480,100,60,745,1,1,14160,65.0,2021
13481,10,60,745,1,1,14190,65.0,2021
13482,100,27,54,1,1,14199,71.0,2021
13483,100,27,54,1,1,14199,71.0,2021
13484,10,63,332,1,1,14250,60.0,2021
13485,10,30,824,1,1,14290,84.0,2021
13486,10,30,824,1,1,14290,84.0,2021
13487,500,30,823,1,2,14370,67.0,2021
13488,1,30,823,1,2,14370,67.0,2021
13489,12,30,824,1,1,14390,84.0,2021
13490,15,36,559,1,2,14390,67.0,2021
13491,10,53,278,1,1,14397,83.0,2021
13492,100,60,241,1,1,14480,90.0,2021
13493,12,27,54,1,1,14480,71.0,2021
13494,366,27,54,3,1,14485,69.0,2021
13495,10,53,274,1,1,14488,101.0,2021
13496,10,53,274,1,1,14488,101.0,2021
13497,10,60,745,1,1,14490,65.0,2021
13498,179000,8,4,2,2,10500,143.0,2011
13499,110000,69,556,2,2,10500,140.0,2011
13500,98000,8,779,1,2,10699,150.0,2011
13501,141000,69,678,2,1,10749,140.0,2011
13502,96349,41,213,3,2,10750,136.0,2011
13503,129000,7,103,2,1,10770,140.0,2011
13504,174000,7,106,1,1,10840,211.0,2011
13505,250000,69,704,2,1,10900,140.0,2011
13506,118600,8,5,2,1,10980,177.0,2011
13507,88650,8,34,1,1,10980,143.0,2011
13508,124800,8,35,2,2,10980,184.0,2011
13509,64800,48,146,1,2,10990,136.0,2011
13510,83373,7,101,1,1,10990,86.0,2011
13511,53000,8,3,1,1,10990,122.0,2011
13512,95957,69,723,1,1,10999,160.0,2011
13513,164900,69,394,1,1,10999,211.0,2011
13514,93000,28,517,1,2,11000,239.0,2011
13515,93000,28,517,1,2,11000,239.0,2011
13516,159200,8,37,2,2,11000,204.0,2011
13517,69800,48,166,1,1,12890,184.0,2012
13518,130000,8,62,2,1,12900,184.0,2012
13519,191000,8,35,2,2,12950,163.0,2012
13520,72841,48,166,1,1,12970,184.0,2012
13521,184700,7,104,2,2,12980,245.0,2012
13522,207700,69,704,2,1,12980,179.0,2012
13523,94000,7,579,1,1,12980,170.0,2012
13524,99000,7,104,1,2,12990,170.0,2012
13525,173000,8,782,2,1,12990,184.0,2012
13526,105000,8,779,2,2,12990,143.0,2012
13527,123000,68,595,2,2,12990,150.0,2012
13528,28290,69,561,8,2,12990,90.0,2012
13529,140000,69,678,1,2,12990,150.0,2012
13530,123000,8,4,2,1,12999,143.0,2012
13531,89568,43,250,1,1,12999,184.0,2012
13532,92500,30,827,2,2,13000,136.0,2012
13533,131000,7,104,1,1,13000,211.0,2012
13534,100000,48,146,2,2,13099,136.0,2012
13535,57000,69,319,1,2,13100,200.0,2012
13536,98103,69,728,1,1,13200,140.0,2012
13537,122000,55,60,2,2,12900,204.0,2013
13538,124500,7,104,2,1,12950,177.0,2013
13539,136000,48,167,2,2,12950,170.0,2013
13540,113870,8,35,2,1,12970,184.0,2013
13541,81400,7,104,2,1,12980,143.0,2013
13542,219000,7,105,2,1,12990,177.0,2013
13543,65050,68,134,3,2,12990,136.0,2013
13544,207700,8,62,2,2,12990,184.0,2013
13545,84500,68,765,1,1,12990,147.0,2013
13546,59879,69,723,1,1,12999,122.0,2013
13547,180000,7,107,1,1,12999,179.0,2013
13548,173300,7,105,2,1,13000,150.0,2013
13549,129000,69,723,1,1,13000,160.0,2013
13550,101900,8,33,1,1,13099,136.0,2013
13551,81800,8,3,1,1,13100,136.0,2013
13552,192000,7,107,2,2,13199,177.0,2013
13553,59800,68,134,3,2,13290,136.0,2013
13554,96020,69,395,2,1,13300,140.0,2013
13555,97600,46,495,1,1,13393,126.0,2013
13556,85978,46,217,2,1,13449,150.0,2013
13557,81500,28,461,2,1,12950,140.0,2014
13558,50300,52,587,1,2,12980,116.0,2014
13559,91691,48,95,1,1,12990,122.0,2014
13560,146000,36,687,2,2,12990,184.0,2014
13561,104898,7,103,1,1,12990,110.0,2014
13562,108000,48,165,1,1,12990,156.0,2014
13563,110000,8,34,2,1,12990,143.0,2014
13564,89789,69,394,2,1,12999,110.0,2014
13565,78500,36,570,1,1,12999,204.0,2014
13566,178440,7,107,2,1,12999,177.0,2014
13567,78000,69,399,1,2,13200,150.0,2014
13568,78000,69,399,1,2,13200,150.0,2014
13569,78555,69,399,1,2,13333,150.0,2014
13570,43000,53,815,1,1,13350,140.0,2014
13571,90000,7,103,1,2,13500,150.0,2014
13572,139300,7,104,2,1,13500,150.0,2014
13573,89000,28,461,1,1,13550,150.0,2014
13574,104000,28,642,2,2,13599,200.0,2014
13575,99000,46,75,2,2,14000,175.0,2015
13576,51000,46,53,1,1,14000,150.0,2015
13577,101939,3,619,1,1,14200,170.0,2015
13578,23500,69,157,1,1,14250,105.0,2015
13579,109000,63,536,1,1,14250,179.0,2015
13580,41153,68,134,3,2,14250,136.0,2015
13581,42000,7,103,1,1,14300,125.0,2015
13582,63210,69,219,2,1,14350,102.0,2015
13583,53690,62,473,1,1,14380,150.0,2015
13584,82300,62,473,1,1,14400,150.0,2015
13585,53000,8,3,1,1,14450,109.0,2015
13586,148911,8,20,2,2,14470,190.0,2015
13587,93233,69,556,2,1,14490,150.0,2015
13588,83409,69,399,1,2,14490,110.0,2015
13589,167000,69,556,2,1,14499,150.0,2015
13590,85900,8,4,2,1,14500,150.0,2015
13591,73500,30,826,1,1,14500,186.0,2015
13592,42200,8,3,1,1,14500,109.0,2015
13593,78000,69,394,1,1,14590,150.0,2015
13594,137000,48,166,2,2,14599,136.0,2015
13595,47500,55,16,1,2,12500,110.0,2016
13596,112600,53,432,2,1,12500,170.0,2016
13597,60000,28,337,1,1,12550,182.0,2016
13598,60600,53,132,1,1,12580,125.0,2016
13599,59900,53,132,1,1,12590,125.0,2016
13600,22500,46,12,1,1,12600,90.0,2016
13601,55950,69,394,1,1,12680,110.0,2016
13602,214100,62,119,2,2,12680,150.0,2016
13603,69000,8,3,1,1,12700,109.0,2016
13604,118900,8,19,1,1,12780,136.0,2016
13605,45000,60,505,2,1,12800,163.0,2016
13606,45000,60,505,2,1,12800,163.0,2016
13607,105390,28,517,2,1,12840,150.0,2016
13608,38700,28,333,1,1,12880,125.0,2016
13609,38000,69,394,1,1,12900,110.0,2016
13610,71000,53,514,1,1,12900,140.0,2016
13611,212602,63,691,2,2,12950,190.0,2016
13612,76600,53,514,2,1,12950,136.0,2016
13613,104000,8,17,2,1,12950,95.0,2016
13614,31331,69,833,1,1,10590,90.0,2017
13615,32623,60,506,1,1,10600,101.0,2017
13616,157000,69,394,2,1,10649,150.0,2017
13617,130000,28,403,2,2,10690,120.0,2017
13618,69000,21,478,2,1,10700,90.0,2017
13619,49000,21,296,1,1,10700,125.0,2017
13620,25700,53,116,1,1,10750,90.0,2017
13621,67800,63,332,2,1,10760,90.0,2017
13622,36192,55,13,1,1,10770,110.0,2017
13623,142800,53,432,2,2,10780,136.0,2017
13624,45000,53,274,2,1,10789,75.0,2017
13625,91490,28,333,2,1,10790,86.0,2017
13626,4250,55,16,1,1,10800,82.0,2017
13627,69000,21,296,1,1,10828,125.0,2017
13628,159299,36,225,2,2,10870,141.0,2017
13629,114450,53,132,2,1,10890,136.0,2017
13630,61719,69,833,1,1,10890,90.0,2017
13631,107187,69,561,2,1,10890,105.0,2017
13632,149000,69,394,2,1,10890,116.0,2017
13633,78706,27,724,1,1,10900,120.0,2017
13634,148000,63,536,2,1,10900,116.0,2018
13635,47920,53,116,1,1,10950,101.0,2018
13636,46599,69,833,6,1,10950,68.0,2018
13637,41500,60,745,1,1,10980,109.0,2018
13638,110000,69,394,2,1,10980,116.0,2018
13639,17800,53,116,1,1,10980,87.0,2018
13640,15700,53,132,1,1,10980,101.0,2018
13641,117200,53,515,2,1,10980,110.0,2018
13642,103250,43,542,2,1,10980,95.0,2018
13643,119000,55,13,2,1,10990,120.0,2018
13644,39765,72,822,1,2,10990,71.0,2018
13645,1500,27,54,1,1,10990,69.0,2018
13646,64000,16,181,1,1,10999,82.0,2018
13647,21500,72,822,4,2,10999,82.0,2018
13648,21500,72,822,4,2,10999,82.0,2018
13649,21500,72,822,4,2,10999,82.0,2018
13650,13990,53,274,1,1,10999,101.0,2018
13651,66035,53,116,1,1,11050,101.0,2018
13652,6888,53,274,1,2,11111,90.0,2018
13653,22000,27,54,1,1,11111,86.0,2018
13654,142999,60,506,2,1,10890,116.0,2019
13655,48545,72,822,1,2,10899,71.0,2019
13656,48545,72,822,1,2,10899,71.0,2019
13657,10122,63,332,1,1,10900,60.0,2019
13658,1513,72,821,1,1,10970,71.0,2019
13659,13500,30,823,1,2,10980,67.0,2019
13660,18456,53,274,1,1,10990,90.0,2019
13661,14999,72,821,1,1,10999,90.0,2019
13662,16000,28,333,1,1,11000,71.0,2019
13663,36000,60,450,2,1,11043,110.0,2019
13664,75990,53,132,1,1,11111,105.0,2019
13665,12620,53,452,1,1,11200,73.0,2019
13666,22501,69,561,1,1,11200,65.0,2019
13667,500,27,54,1,1,11400,69.0,2019
13668,2970,30,823,1,2,11450,87.0,2019
13669,21562,27,551,1,1,11480,69.0,2019
13670,15000,62,428,1,1,11480,80.0,2019
13671,30,30,823,1,1,11480,67.0,2019
13672,29200,53,274,1,1,11490,90.0,2019
13673,13756,72,821,1,2,11490,71.0,2019
13674,5500,28,517,3,2,23990,188.0,2020
13675,10,63,536,1,1,24150,150.0,2020
13676,12941,69,695,2,2,24240,95.0,2020
13677,13650,69,399,1,2,24280,150.0,2020
13678,38600,28,461,2,2,24280,179.0,2020
13679,35600,28,461,2,2,24280,179.0,2020
13680,25773,69,394,2,2,24390,150.0,2020
13681,20832,63,691,1,1,24460,150.0,2020
13682,18543,63,691,1,1,24470,150.0,2020
13683,4450,69,394,1,2,24480,150.0,2020
13684,32000,28,461,2,2,24480,179.0,2020
13685,9999,62,129,1,2,24480,150.0,2020
13686,50,63,536,6,2,24490,131.0,2020
13687,12205,28,574,1,1,24490,155.0,2020
13688,14450,28,461,1,2,24633,175.0,2020
13689,21950,69,723,2,1,24740,150.0,2020
13690,10,62,129,1,2,24767,116.0,2020
13691,22790,63,536,1,1,24880,150.0,2020
13692,31460,63,454,1,1,24900,150.0,2020
13693,1300,68,273,3,2,24900,122.0,2020
13694,9,68,806,1,1,16190,125.0,2021
13695,9,68,806,1,1,16190,125.0,2021
13696,50,63,332,1,1,16200,95.0,2021
13697,50,62,428,1,1,16250,95.0,2021
13698,9,21,670,1,1,16270,91.0,2021
13699,1100,30,824,1,1,16290,101.0,2021
13700,1000,53,274,1,1,16290,101.0,2021
13701,50,69,833,1,1,16299,65.0,2021
13702,50,69,833,1,1,16299,65.0,2021
13703,75,62,428,1,1,16330,95.0,2021
13704,8,21,670,1,2,16370,91.0,2021
13705,8,21,670,1,2,16370,91.0,2021
13706,9,68,806,1,1,16390,125.0,2021
13707,9,68,806,1,1,16390,125.0,2021
13708,9,68,806,1,1,16390,125.0,2021
13709,50,30,826,1,1,16400,120.0,2021
13710,20,30,824,1,1,16440,101.0,2021
13711,129800,8,786,2,2,21480,306.0,2011
13712,77829,48,305,1,2,23950,387.0,2011
13713,113520,7,110,2,2,23990,250.0,2011
13714,149858,48,305,1,2,24490,408.0,2011
13715,166000,58,550,1,2,24990,299.0,2011
13716,122000,48,488,2,2,25500,204.0,2011
13717,118500,69,701,2,1,25840,140.0,2011
13718,93000,8,79,1,2,28999,408.0,2011
13719,125100,48,688,2,1,29999,163.0,2011
13720,99000,69,699,2,1,29999,101.0,2011
13721,97000,40,625,2,1,31640,122.0,2011
13722,85000,69,699,2,1,33980,140.0,2011
13723,39500,48,637,1,2,34490,435.0,2011
13724,69000,58,550,1,2,59990,551.0,2011
13725,67436,68,568,3,2,12290,99.0,2012
13726,178000,8,779,2,2,12300,204.0,2012
13727,101400,29,211,2,1,12390,150.0,2012
13728,106895,28,386,2,1,12399,140.0,2012
13729,79300,28,461,2,1,12490,163.0,2012
13730,76695,69,555,1,2,12490,200.0,2012
13731,71735,36,687,1,1,12490,163.0,2012
13732,217800,48,771,2,1,12500,136.0,2012
13733,218000,48,771,2,1,12500,136.0,2012
13734,176000,69,556,2,1,12500,140.0,2012
13735,130000,69,728,2,2,12599,170.0,2012
13736,105000,8,779,1,1,12690,150.0,2012
13737,58100,68,140,1,1,12690,147.0,2012
13738,194265,7,107,2,1,12780,177.0,2012
13739,64920,69,556,2,1,12799,140.0,2012
13740,40484,8,779,1,1,12890,150.0,2012
13741,48842,69,553,1,1,12899,160.0,2012
13742,197863,8,782,1,2,12900,184.0,2012
13743,96000,69,723,2,1,12950,140.0,2012
13744,87069,46,75,1,1,13940,165.0,2013
13745,199985,28,521,1,2,13990,305.0,2013
13746,57400,7,101,1,2,13990,122.0,2013
13747,194999,48,771,2,2,13990,136.0,2013
13748,117133,48,297,1,1,13990,184.0,2013
13749,181698,48,375,2,2,13999,170.0,2013
13750,79014,68,595,1,1,13999,151.0,2013
13751,70000,70,755,1,1,14200,150.0,2013
13752,95896,8,779,2,2,14450,143.0,2013
13753,140000,7,104,2,1,14490,177.0,2013
13754,138000,7,579,1,1,14490,170.0,2013
13755,110000,8,35,1,2,14590,170.0,2013
13756,63100,7,104,1,2,14699,170.0,2013
13757,123043,30,671,2,2,14790,197.0,2013
13758,96565,8,35,1,1,14950,184.0,2013
13759,72413,55,597,1,1,14990,200.0,2013
13760,178500,70,793,2,1,14990,163.0,2013
13761,182371,8,62,2,2,14999,184.0,2013
13762,79400,48,96,2,1,15400,136.0,2013
13763,72000,43,271,2,2,12900,143.0,2014
13764,81500,69,723,2,1,12900,110.0,2014
13765,9500,36,681,1,1,12900,192.0,2014
13766,53750,68,765,1,1,12950,132.0,2014
13767,124388,8,33,1,1,12979,136.0,2014
13768,101800,68,140,2,2,12990,150.0,2014
13769,162525,28,735,2,1,12990,125.0,2014
13770,94595,69,728,1,1,12990,140.0,2014
13771,68000,68,134,1,2,12990,132.0,2014
13772,72486,69,553,1,2,12990,122.0,2014
13773,28500,52,587,1,2,12990,117.0,2014
13774,56789,29,240,1,1,12998,141.0,2014
13775,54503,69,394,1,1,12998,150.0,2014
13776,75000,69,723,1,2,12999,160.0,2014
13777,120000,7,104,2,1,12999,150.0,2014
13778,191199,62,119,2,2,12999,177.0,2014
13779,93400,53,432,2,1,12999,163.0,2014
13780,92000,43,259,1,1,13000,192.0,2014
13781,90000,70,755,1,1,13099,120.0,2014
13782,73000,48,146,1,1,13199,156.0,2014
13783,66325,69,394,1,1,12874,125.0,2015
13784,90300,28,176,1,1,12900,125.0,2015
13785,44007,60,241,1,2,12900,120.0,2015
13786,32407,53,132,1,1,12900,170.0,2015
13787,77017,69,399,1,1,12900,125.0,2015
13788,129000,68,568,3,2,12900,136.0,2015
13789,61576,64,725,2,2,12900,116.0,2015
13790,36000,69,399,1,1,12940,110.0,2015
13791,33915,30,832,1,1,12950,135.0,2015
13792,60000,69,400,8,1,12950,110.0,2015
13793,53000,52,573,1,1,12980,190.0,2015
13794,87200,69,561,2,2,12990,90.0,2015
13795,87000,69,394,1,1,12990,125.0,2015
13796,68700,69,556,2,1,12990,120.0,2015
13797,52900,8,17,2,1,12990,95.0,2015
13798,34250,52,573,1,1,12990,190.0,2015
13799,90200,48,237,2,1,12990,110.0,2015
13800,117086,62,473,2,2,12990,184.0,2015
13801,88230,28,337,1,2,12999,150.0,2015
13802,55000,28,461,2,1,12999,120.0,2015
13803,60000,55,32,2,1,10950,99.0,2016
13804,50447,28,337,1,1,10950,101.0,2016
13805,89000,53,132,2,2,10950,136.0,2016
13806,33626,60,745,1,2,10980,90.0,2016
13807,94576,16,159,2,1,10990,120.0,2016
13808,49612,63,332,1,1,10990,90.0,2016
13809,158062,63,536,2,1,10990,150.0,2016
13811,79826,53,432,2,1,10990,136.0,2016
13812,82849,62,473,1,1,10990,110.0,2016
13813,52000,30,826,1,1,10990,101.0,2016
13814,68729,60,506,2,1,10995,110.0,2016
13815,60434,68,134,1,1,10999,116.0,2016
13816,41489,55,552,2,1,10999,99.0,2016
13817,47920,28,337,1,1,11100,125.0,2016
13818,47955,63,610,1,1,11180,110.0,2016
13819,62207,28,316,2,1,11200,95.0,2016
13820,29530,28,731,1,1,11390,101.0,2016
13821,73200,52,443,1,1,11390,116.0,2016
13822,39987,28,149,1,1,11450,101.0,2016
13823,36000,52,508,1,1,9999,90.0,2017
13824,89750,64,725,1,1,9999,128.0,2017
13825,32000,16,180,1,1,10000,82.0,2017
13826,36150,16,180,1,1,10000,82.0,2017
13827,10014,53,274,1,1,10180,69.0,2017
13828,81900,53,514,2,1,10240,110.0,2017
13829,19194,28,333,1,1,10440,86.0,2017
13830,34210,69,561,1,1,10450,60.0,2017
13831,126008,55,32,2,1,10490,120.0,2017
13832,37552,60,224,1,1,10495,90.0,2017
13833,99009,63,536,2,1,10499,90.0,2017
13834,76839,28,316,2,1,10575,95.0,2017
13835,57450,63,610,1,1,10590,90.0,2017
13836,41070,21,296,2,1,10600,109.0,2017
13837,50499,21,292,1,1,10600,116.0,2017
13838,56359,60,450,2,1,10640,75.0,2017
13839,28791,55,13,1,1,10650,82.0,2017
13840,42000,21,296,2,1,10700,109.0,2017
13841,13680,49,479,2,2,10500,8.0,2018
13842,22249,69,561,1,1,10570,65.0,2018
13843,69500,28,337,1,1,10588,125.0,2018
13844,35180,28,333,1,1,10590,101.0,2018
13845,10500,16,180,1,1,10640,82.0,2018
13846,24000,53,274,1,1,10690,116.0,2018
13847,29640,28,333,2,1,10740,86.0,2018
13848,35983,28,333,2,1,10740,86.0,2018
13849,80000,28,337,2,1,10840,120.0,2018
13850,24406,28,333,2,1,10840,86.0,2018
13851,9364,69,561,1,1,10849,65.0,2018
13852,18516,16,180,1,1,10850,82.0,2018
13853,23142,21,478,1,1,10900,90.0,2018
13854,39986,28,337,1,1,10940,125.0,2018
13855,18950,53,274,1,1,10950,90.0,2018
13856,14200,63,332,1,1,10950,75.0,2018
13857,1500,16,180,1,1,10950,82.0,2018
13858,19050,53,274,1,1,10980,90.0,2018
13859,21150,53,274,1,1,10980,90.0,2018
13860,25380,55,1,1,1,10985,82.0,2018
13861,25984,30,824,1,1,10499,84.0,2019
13862,19753,55,1,1,1,10550,72.0,2019
13863,32525,28,333,1,1,10640,71.0,2019
13864,5760,60,241,1,1,10790,76.0,2019
13865,41500,63,332,1,1,10790,75.0,2019
13866,28067,60,224,1,1,10890,90.0,2019
13867,53600,63,610,1,1,10950,95.0,2019
13868,22300,53,274,1,1,10980,90.0,2019
13869,7500,68,143,1,1,10990,72.0,2019
13870,10597,27,54,1,1,10990,69.0,2019
13871,13950,68,806,1,1,10990,72.0,2019
13872,4414,63,332,1,1,10990,75.0,2019
13873,18000,30,824,1,1,10990,84.0,2019
13874,55400,53,132,1,1,10990,90.0,2019
13875,15800,55,16,1,1,10990,82.0,2019
13876,12800,21,296,1,1,10990,114.0,2019
13877,9077,60,224,1,1,10999,90.0,2019
13878,31102,60,241,1,1,10999,90.0,2019
13879,11954,27,54,1,2,10999,69.0,2019
13880,3836,27,54,1,2,10999,69.0,2019
13881,20409,7,579,2,2,35980,150.0,2020
13882,3500,7,103,2,1,35980,116.0,2020
13883,26860,7,104,2,2,36240,190.0,2020
13884,17384,7,104,2,2,36250,163.0,2020
13885,6000,48,771,2,1,36831,163.0,2020
13886,12765,7,579,2,2,36980,150.0,2020
13887,6490,34,309,1,2,37790,200.0,2020
13888,8395,7,713,1,2,38850,245.0,2020
13889,5000,48,771,2,1,38973,163.0,2020
13890,6000,48,771,2,1,38973,163.0,2020
13891,4000,48,771,2,2,39211,163.0,2020
13892,15983,7,106,1,2,39450,150.0,2020
13893,24550,69,394,1,2,39890,300.0,2020
13894,14900,7,103,1,2,39930,150.0,2020
13895,26379,7,104,2,2,39980,231.0,2020
13896,14900,7,579,1,1,39980,150.0,2020
13897,22688,7,104,2,2,39980,163.0,2020
13898,10000,48,771,2,1,39984,163.0,2020
13899,6473,8,35,2,2,39990,190.0,2020
13900,3,68,143,1,1,12990,72.0,2021
13901,3,68,143,1,2,12990,72.0,2021
13902,10,50,683,1,1,12990,80.0,2021
13903,3,27,54,3,1,13028,69.0,2021
13904,15,36,559,1,1,13190,67.0,2021
13905,10,27,54,3,1,13221,69.0,2021
13906,10,69,561,1,1,13348,80.0,2021
13907,10,53,274,1,1,13388,75.0,2021
13908,4999,53,274,1,1,13480,75.0,2021
13909,6,21,670,5,1,13490,101.0,2021
13910,8,21,670,5,1,13490,101.0,2021
13911,8,21,670,5,1,13490,101.0,2021
13912,3,36,613,1,1,13490,84.0,2021
13913,125,16,178,1,1,13490,72.0,2021
13914,15,30,823,1,1,13499,67.0,2021
13915,15,30,823,1,1,13499,67.0,2021
13916,50,27,54,3,1,13518,69.0,2021
13917,10,63,332,1,1,13577,80.0,2021
13918,10,53,274,1,1,13588,75.0,2021
13919,10,53,274,1,1,13588,75.0,2021
13920,63000,62,428,1,1,4990,69.0,2011
13921,82015,55,32,1,1,4990,98.0,2011
13922,63000,46,12,1,1,4990,75.0,2011
13923,122161,27,577,1,1,4990,69.0,2011
13924,151486,55,15,1,1,4990,73.0,2011
13925,99708,52,508,1,1,4999,80.0,2011
13926,200000,69,561,2,1,4999,90.0,2011
13927,141000,53,813,2,1,4999,125.0,2011
13928,148500,7,103,1,1,4999,125.0,2011
13929,47000,72,822,1,1,4999,71.0,2011
13930,268727,55,87,2,1,4999,136.0,2011
13931,102227,48,95,2,1,4999,109.0,2011
13932,153801,68,830,1,1,4999,68.0,2011
13933,100000,72,822,2,2,4999,54.0,2011
13934,125000,30,826,2,1,4999,90.0,2011
13935,300000,48,301,2,2,4999,265.0,2011
13936,160000,55,32,1,2,4999,120.0,2011
13937,112000,62,428,1,1,4999,69.0,2011
13938,85000,30,831,1,1,5000,90.0,2011
13939,201953,69,400,2,1,5000,105.0,2011
13940,121788,36,764,1,1,5950,90.0,2012
13941,49930,60,745,1,1,5950,75.0,2012
13942,66250,28,333,1,1,5950,60.0,2012
13943,169900,14,546,1,1,5950,141.0,2012
13944,106908,46,12,1,1,5980,75.0,2012
13945,94998,28,333,1,1,5980,82.0,2012
13946,67224,30,824,1,1,5980,77.0,2012
13947,124050,63,332,1,1,5980,86.0,2012
13948,50000,28,333,1,1,5990,60.0,2012
13949,130000,62,473,1,1,5990,105.0,2012
13950,72300,62,509,1,1,5990,75.0,2012
13951,100000,55,160,1,1,5990,73.0,2012
13952,63000,62,428,1,1,5990,86.0,2012
13953,107000,63,807,1,1,5990,105.0,2012
13954,131900,55,16,1,1,5990,120.0,2012
13955,599900,28,735,2,1,5990,116.0,2012
13956,180000,69,394,2,1,5990,105.0,2012
13957,99054,69,833,1,1,5990,60.0,2012
13958,109900,53,507,1,1,5990,120.0,2012
13959,133500,55,15,2,1,5990,92.0,2012
13960,180000,28,176,2,1,6490,163.0,2013
13961,168455,62,473,1,1,6499,105.0,2013
13962,50000,55,16,1,1,6499,82.0,2013
13963,62000,46,12,1,1,6499,75.0,2013
13964,114899,16,187,2,1,6499,111.0,2013
13965,36000,72,822,1,2,6500,71.0,2013
13966,68620,28,333,1,1,6500,80.0,2013
13967,160500,8,2,1,1,6500,102.0,2013
13968,78000,60,241,1,1,6500,73.0,2013
13969,214000,8,3,2,1,6500,116.0,2013
13970,55608,63,610,1,1,6500,86.0,2013
13971,103000,28,337,1,1,6500,101.0,2013
13972,124600,28,333,1,1,6500,82.0,2013
13973,178843,55,29,2,1,6590,114.0,2013
13974,119408,63,332,1,1,6599,86.0,2013
13975,100000,60,450,1,1,6600,106.0,2013
13976,293400,69,728,2,2,6600,105.0,2013
13977,109500,69,398,1,1,6650,86.0,2013
13978,114600,53,274,1,1,6990,87.0,2014
13979,109340,66,694,1,1,6990,94.0,2014
13980,53406,72,822,1,3,6990,71.0,2014
13981,84000,28,333,2,1,6990,95.0,2014
13982,97000,62,428,2,1,6990,75.0,2014
13983,82000,69,561,1,1,6990,69.0,2014
13984,86500,68,143,1,1,6990,69.0,2014
13985,77200,52,508,1,1,6995,80.0,2014
13986,138994,27,57,2,1,6995,105.0,2014
13987,46000,63,332,1,1,6998,69.0,2014
13988,55888,72,822,1,1,6999,71.0,2014
13989,49750,52,534,1,1,6999,80.0,2014
13990,8600,60,745,1,1,6999,71.0,2014
13991,63500,27,57,1,1,6999,105.0,2014
13992,21500,72,822,1,2,6999,71.0,2014
13993,65040,66,694,1,1,6999,94.0,2014
13994,53000,60,241,1,1,6999,65.0,2014
13995,189000,28,403,2,1,6999,116.0,2014
13996,322000,48,166,2,2,7000,136.0,2014
13997,123000,46,26,1,1,7000,101.0,2014
13998,106100,21,478,1,1,7490,90.0,2015
13999,73631,53,452,1,1,7490,75.0,2015
14000,62000,68,143,1,1,7490,69.0,2015
14001,45000,69,833,1,1,7490,75.0,2015
14002,179000,55,32,2,1,7499,120.0,2015
14003,159400,62,473,2,1,7499,110.0,2015
14004,78000,72,821,1,1,7500,71.0,2015
14005,56500,52,508,1,2,7500,98.0,2015
14006,58000,27,54,1,1,7500,69.0,2015
14007,56937,27,56,1,1,7500,69.0,2015
14008,54630,52,534,1,1,7500,80.0,2015
14009,44752,28,333,1,1,7500,80.0,2015
14011,53080,52,534,1,1,7585,80.0,2015
14012,179685,28,337,1,1,7590,125.0,2015
14013,27000,68,806,1,1,7599,69.0,2015
14014,50936,27,56,1,1,7600,69.0,2015
14015,119900,28,337,2,1,7690,105.0,2015
14016,191000,53,813,2,2,7700,170.0,2015
14017,44000,63,332,1,1,7700,75.0,2015
14018,46511,60,241,1,1,7300,73.0,2016
14019,129730,60,506,2,1,7300,110.0,2016
14020,46750,55,16,1,1,7300,82.0,2016
14021,31638,28,333,1,1,7390,60.0,2016
14022,63000,68,143,1,1,7390,69.0,2016
14023,136569,60,506,2,1,7390,110.0,2016
14024,148204,28,337,2,1,7390,120.0,2016
14025,116424,60,506,2,1,7395,95.0,2016
14026,153618,28,337,2,1,7398,120.0,2016
14027,92600,55,16,1,1,7399,110.0,2016
14028,164130,62,473,2,1,7399,110.0,2016
14029,39500,53,116,1,1,7400,69.0,2016
14030,127758,63,332,2,1,7400,90.0,2016
